bicycle,car,public_transportation,walked,bicycle_percent,car_percent,public_transportation_percent,walked_percent
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
1380.0,2856.0,15778.0,6579.0,3.9,8.0,44.4,18.5
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
20706.0,67721.0,450560.0,167318.0,2.3,7.6,50.8,18.9
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
260.0,1881.0,7176.0,8947.0,1.0,7.5,28.6,35.7
